"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"LEGO Ninjago: Shadow of Ronin","3DS","2015","Action","0.05","0.11","0.04","0.01","0.21","0.0","0.0","0.0","0.0","0","0.081052915975144",""
"Dragon Ball: Fusions","3DS","2016","Role-Playing","0.02","0","0.19","0","0.21","68.0","2.0","7.6","6.0","72","0.081052915975144",""
"Heroes of Ruin","3DS","2012","Role-Playing","0.13","0.07","0","0.02","0.21","69.0","53.0","7.4","50.0","71.5","0.081052915975144",""
"Mega Man Legacy Collection","3DS","2016","Platform","0.14","0","0.05","0.02","0.21","77.0","27.0","7.0","26.0","73.5","0.081052915975144",""
"Frogger 3D","3DS","2011","Action","0.16","0.03","0","0.01","0.21","54.0","0.0","5.5","8.0","54.5","0.081052915975144",""
"Little Battlers eXperience: Baku Boost","3DS","2012","Action","0","0","0.21","0","0.21","0.0","0.0","0.0","0.0","0","0.081052915975144",""
"WipeOut 3 The Game","3DS","2012","Action","0.18","0","0","0.02","0.2","0.0","0.0","0.0","0.0","0","0.077193253309661",""
"Story of Seasons: Good Friends of the Three Villages","3DS","2016","Simulation","0","0","0.2","0","0.2","0.0","0.0","0.0","0.0","0","0.077193253309661",""
"Code of Princess","3DS","2012","Action","0.16","0","0.03","0.01","0.2","67.0","38.0","7.6","73.0","71.5","0.077193253309661",""
"Tekken 3D: Prime Edition","3DS","2012","Fighting","0.06","0.07","0.05","0.01","0.2","64.0","42.0","5.9","39.0","61.5","0.077193253309661",""
"Aikatsu! Cinderella Lesson","3DS","2012","Role-Playing","0","0","0.2","0","0.2","0.0","0.0","0.0","0.0","0","0.077193253309661",""
"The Amazing Spider-Man (Console Version)","3DS","2012","Action","0.15","0.03","0","0.01","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"Shin Megami Tensei IV: Final","3DS","2016","Role-Playing","0.05","0","0.14","0.01","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"Pac-Man & Galaga Dimensions","3DS","2011","Misc","0.1","0.04","0.04","0.01","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken","3DS","2015","Action","0","0","0.19","0","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"New Love Plus","3DS","2012","Simulation","0","0","0.19","0","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"LEGO Marvel's Avengers","3DS","2016","Action","0.07","0.09","0.01","0.01","0.19","60.0","4.0","7.0","5.0","65","0.073333590644178",""
"Need for Speed: The Run","3DS","2011","Action","0.09","0.09","0","0.02","0.19","65.0","9.0","6.0","26.0","62.5","0.073333590644178",""
"SpongeBob SquigglePants 3D","3DS","2011","Misc","0.13","0.05","0","0.02","0.19","64.0","8.0","6.0","8.0","62","0.073333590644178",""
"Pet Zombies","3DS","2011","Simulation","0.18","0","0","0.01","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"NASCAR Unleashed","3DS","2011","Racing","0.18","0","0","0.01","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"Reel Fishing Paradise 3D","3DS","2011","Sports","0.12","0","0.06","0.01","0.19","57.0","5.0","0.0","0.0","28.5","0.073333590644178",""
"Kuma-Tomo","3DS","2013","Misc","0","0","0.19","0","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"Pro Evolution Soccer 2014","3DS","2013","Action","0","0","0.19","0","0.19","0.0","0.0","0.0","0.0","0","0.073333590644178",""
"Hatsune Miku and Future Stars: Project Mirai","3DS","2012","Misc","0","0","0.18","0","0.18","0.0","0.0","0.0","0.0","0","0.069473927978695",""
"Super Robot Taisen UX","3DS","2013","Role-Playing","0","0","0.18","0","0.18","0.0","0.0","0.0","0.0","0","0.069473927978695",""
"Daigasso! Band Brothers P","3DS","2013","Misc","0","0","0.18","0","0.18","0.0","0.0","0.0","0.0","0","0.069473927978695",""
"Pro Evolution Soccer 2013","3DS","2012","Sports","0.05","0.02","0.1","0.01","0.18","0.0","0.0","0.0","0.0","0","0.069473927978695",""
"Transformers: Prime","3DS","2012","Action","0.13","0.02","0","0.02","0.17","0.0","0.0","0.0","0.0","0","0.065614265313212",""
"Yu-Gi-Oh! Zexal World Duel Carnival","3DS","2013","Misc","0","0.08","0.08","0.01","0.17","0.0","0.0","0.0","0.0","0","0.065614265313212",""
"Project X Zone 2: Brave New World","3DS","2015","Role-Playing","0.05","0.03","0.08","0.01","0.17","0.0","0.0","0.0","0.0","0","0.065614265313212",""
"Michael Jackson: The Experience 3D","3DS","2011","Misc","0.13","0.03","0","0.01","0.17","0.0","0.0","0.0","0.0","0","0.065614265313212",""
"Sumikko Gurashi: Koko ga Ochitsukundesu","3DS","2014","Action","0","0","0.17","0","0.17","0.0","0.0","0.0","0.0","0","0.065614265313212",""
"Dragon Quest X","3DS","2014","Role-Playing","0","0","0.17","0","0.17","0.0","0.0","0.0","0.0","0","0.065614265313212",""
"7th Dragon III Code: VFD","3DS","2015","Role-Playing","0.04","0","0.12","0","0.17","77.0","26.0","8.2","38.0","79.5","0.065614265313212",""
"F1 2011","3DS","2011","Racing","0.07","0.08","0","0.02","0.16","59.0","5.0","6.8","3.0","63.5","0.061754602647729",""
"Doctor Lautrec and the Forgotten Knights","3DS","2011","Adventure","0.07","0.05","0.03","0.01","0.16","53.0","9.0","6.0","8.0","56.5","0.061754602647729",""
"Return to PopoloCrois: A Story of Seasons Fairytale","3DS","2015","Simulation","0.05","0","0.1","0.01","0.16","72.0","28.0","6.8","5.0","70","0.061754602647729",""
"SD Gundam G Generation 3D","3DS","2011","Role-Playing","0","0","0.16","0","0.16","0.0","0.0","0.0","0.0","0","0.061754602647729",""
"Culdcept","3DS","2012","Misc","0","0","0.16","0","0.16","0.0","0.0","0.0","0.0","0","0.061754602647729",""
"Harvest Moon: The Lost Valley","3DS","2014","Simulation","0.13","0.01","0","0.02","0.16","0.0","0.0","0.0","0.0","0","0.061754602647729",""
"Toriko: Gourmet Monsters!","3DS","2012","Role-Playing","0","0","0.16","0","0.16","0.0","0.0","0.0","0.0","0","0.061754602647729",""
"Senran Kagura: Sh?jo-tachi no Shinei","3DS","2011","Action","0","0","0.16","0","0.16","0.0","0.0","0.0","0.0","0","0.061754602647729",""
"James Noir's Hollywood Crimes","3DS","2011","Adventure","0.07","0.07","0","0.01","0.15","60.0","22.0","6.6","5.0","63","0.057894939982246",""
"Naruto: Powerful Shippuden","3DS","2012","Platform","0.08","0.02","0.04","0.01","0.15","70.0","3.0","5.4","9.0","62","0.057894939982246",""
"The Adventures of Tintin: The Game","3DS","2011","Action","0.05","0.09","0","0.02","0.15","56.0","8.0","5.7","2.0","56.5","0.057894939982246",""
"Theatrhythm Dragon Quest","3DS","2015","Misc","0","0","0.15","0","0.15","0.0","0.0","0.0","0.0","0","0.057894939982246",""
"Adventure Time: Explore the Dungeon Because I Don't Know!","3DS","2013","Action","0.1","0.03","0","0.01","0.15","0.0","0.0","0.0","0.0","0","0.057894939982246",""
"Castlevania: Lords of Shadow - Mirror of Fate","3DS","2013","Action","0.04","0.07","0.03","0.01","0.15","0.0","0.0","0.0","0.0","0","0.057894939982246",""
"Sumikko Gurashi: Omise Hajimerundesu","3DS","2015","Action","0","0","0.15","0","0.15","0.0","0.0","0.0","0.0","0","0.057894939982246",""
"Hoppechan: Tsukutte! Asonde! Punipuni Town!!","3DS","2013","Action","0","0","0.15","0","0.15","0.0","0.0","0.0","0.0","0","0.057894939982246",""
"Pac-Man Party 3D","3DS","2011","Misc","0.09","0.04","0","0.01","0.15","43.0","0.0","5.4","0.0","48.5","0.057894939982246",""
"Rayman Origins","3DS","2012","Platform","0.06","0.08","0","0.01","0.15","70.0","8.0","6.3","65.0","66.5","0.057894939982246",""
"Derby Stallion Gold","3DS","2014","Sports","0","0","0.14","0","0.14","0.0","0.0","0.0","0.0","0","0.054035277316763",""
"Skylanders Giants","3DS","2012","Action","0.12","0.01","0","0.01","0.14","59.0","9.0","5.0","3.0","54.5","0.054035277316763",""
"Famista Returns","3DS","2015","Sports","0","0","0.14","0","0.14","0.0","0.0","0.0","0.0","0","0.054035277316763",""
"Cave Story 3D","3DS","2011","Platform","0.09","0.03","0.01","0.01","0.14","82.0","29.0","7.7","72.0","79.5","0.054035277316763",""
"Senran Kagura Burst: Guren no Sh?jo-tachi","3DS","2012","Action","0","0","0.14","0","0.14","0.0","0.0","0.0","0.0","0","0.054035277316763",""
"Ben 10 Galactic Racing","3DS","2011","Racing","0.07","0.07","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.054035277316763",""
"Shovel Knight","3DS","2015","Platform","0.08","0.04","0.02","0.01","0.14","90.0","9.0","8.2","225.0","86","0.054035277316763",""
"Monster Hunter Diary: Poka Poka Airou Village DX","3DS","2015","Action","0","0","0.14","0","0.14","0.0","0.0","0.0","0.0","0","0.054035277316763",""
"Farming Simulator 2012","3DS","2012","Action","0","0.12","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.054035277316763",""
"BIT.TRIP SAGA","3DS","2011","Misc","0.09","0.04","0","0.01","0.14","75.0","20.0","7.8","24.0","76.5","0.054035277316763",""
"Medalot 7","3DS","2012","Action","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Imagine: Fashion Designer","3DS","2011","Simulation","0.1","0.02","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Teenage Mutant Ninja Turtles: Danger of the Ooze","3DS","2014","Adventure","0.08","0.04","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Super Robot Wars BX","3DS","2015","Action","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"The Oregon Trail","3DS","2011","Simulation","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan","3DS","2011","Role-Playing","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Green Lantern: Rise of the Manhunters","3DS","2011","Action","0.09","0.03","0","0.01","0.13","42.0","6.0","3.9","7.0","40.5","0.05017561465128",""
"Puyo Puyo!! 20th Anniversary","3DS","2011","Puzzle","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Assassination Classroom: Grand Siege on Kuro-sensei","3DS","2015","Action","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Puppies 3D","3DS","2011","Misc","0.08","0.04","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Aikatsu! 365 Idol Days","3DS","2014","Adventure","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Little Battlers eXperience: Wars","3DS","2013","Strategy","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.05017561465128",""
"Crush3D","3DS","2012","Platform","0.07","0.04","0","0.01","0.12","70.0","32.0","7.4","6.0","72","0.046315951985797",""
"Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","3DS","2014","Misc","0","0","0.12","0","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Etrian Odyssey V","3DS","2016","Role-Playing","0","0","0.12","0","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Conception II: Children of the Seven Stars","3DS","2013","Role-Playing","0.09","0","0.03","0.01","0.12","62.0","0.0","7.7","44.0","69.5","0.046315951985797",""
"Lego Star Wars: The Force Awakens","3DS","2016","Action","0.04","0.07","0.01","0.01","0.12","0.0","0.0","7.8","9.0","39","0.046315951985797",""
"Shin Megami Tensei: Devil Survivor 2","3DS","2015","Role-Playing","0","0.02","0.09","0","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"DreamWorks Super Star Kartz","3DS","2011","Racing","0.08","0.03","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Skylanders: SuperChargers","3DS","2015","Action","0.05","0.06","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Deca Sports Extreme","3DS","2011","Sports","0.08","0","0.03","0.01","0.12","52.0","6.0","0.0","0.0","26","0.046315951985797",""
"One Piece: Super Grand Battle! X","3DS","2014","Fighting","0","0","0.12","0","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Jaws: Ultimate Predator","3DS","2011","Action","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Spider-Man: Edge of Time","3DS","2011","Action","0.08","0.03","0","0.01","0.12","50.0","7.0","6.4","2.0","57","0.046315951985797",""
"Brunswick Pro Bowling","3DS","2011","Sports","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.046315951985797",""
"Disney Art Academy","3DS","2016","Action","0.02","0.01","0.08","0","0.11","72.0","6.0","6.8","5.0","70","0.042456289320314",""
"Pocket Soccer League: Calciobit","3DS","2012","Sports","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Puyo Puyo Tetris","3DS","2014","Puzzle","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi","3DS","2015","Action","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Funky Barn","3DS","2012","Simulation","0.07","0.03","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Happy Feet Two","3DS","2011","Action","0.08","0.02","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"NCIS 3D","3DS","2011","Adventure","0.06","0.04","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Gabrielle's Ghostly Groove 3D","3DS","2011","Adventure","0.08","0.02","0","0.01","0.11","62.0","9.0","7.4","9.0","68","0.042456289320314",""
"PriPara Mezase! Idol Grand Prix No.1!","3DS","2015","Misc","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"DualPenSports","3DS","2011","Sports","0.05","0.05","0","0.01","0.11","58.0","0.0","0.0","0.0","29","0.042456289320314",""
"AKB48+Me","3DS","2012","Action","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Picross 3D 2","3DS","2015","Puzzle","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"BlazBlue: Continuum Shift II","3DS","2011","Fighting","0.05","0.01","0.04","0.01","0.11","64.0","4.0","6.0","9.0","62","0.042456289320314",""
"Tales of the World: Reve Unitia","3DS","2014","Role-Playing","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Naruto Shippuden 3D: The New Era","3DS","2011","Action","0","0.04","0.06","0.01","0.11","0.0","0.0","0.0","0.0","0","0.042456289320314",""
"Taiko no Tatsujin: Don Don! Mystery Adventure","3DS","2016","Action","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Etrian Odyssey II: Heroes of Lagaard","3DS","2014","Role-Playing","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Little Battlers eXperience W","3DS","2013","Role-Playing","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Samurai Warriors Chronicles 2nd","3DS","2012","Action","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Scribblenauts Unmasked: A DC Comics Adventure","3DS","2013","Puzzle","0.09","0","0","0.01","0.1","68.0","7.0","6.2","20.0","65","0.038596626654831",""
"Pinball Hall of Fame: The Williams Collection","3DS","2011","Misc","0.09","0","0","0.01","0.1","67.0","5.0","7.3","8.0","70","0.038596626654831",""
"Generator Rex: Agent of Providence","3DS","2011","Action","0.07","0.02","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Marvel Super Hero Squad: The Infinity Gauntlet","3DS","2011","Action","0.07","0.02","0","0.01","0.1","54.0","4.0","0.0","0.0","27","0.038596626654831",""
"Thor: God of Thunder","3DS","2011","Action","0.06","0.03","0","0.01","0.1","55.0","0.0","4.2","5.0","48.5","0.038596626654831",""
"Cubic Ninja","3DS","2011","Platform","0.05","0.04","0","0.01","0.1","50.0","5.0","5.9","4.0","54.5","0.038596626654831",""
"Etrian Odyssey 2 Untold: Knight of Fafnir","3DS","2014","Role-Playing","0.07","0.02","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Cartoon Network: Punch Time Explosion","3DS","2011","Fighting","0.07","0.02","0","0.01","0.1","58.0","6.0","5.9","28.0","58.5","0.038596626654831",""
"Kuroko's Basketball: Miracle Game","3DS","2014","Sports","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.038596626654831",""
"Brain Age: Concentration Training","3DS","2012","Puzzle","0.09","0","0","0.01","0.09","70.0","0.0","7.9","7.0","74.5","0.034736963989347",""
"Disney Planes Fire & Rescue","3DS","2014","Action","0.01","0.08","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Ouchi Mainichi Tamagotchi","3DS","2012","Action","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"PAC-MAN and the Ghostly Adventures","3DS","2013","Platform","0.05","0.04","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Sonic Boom: Fire & Ice","3DS","2016","Platform","0.05","0.03","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Driver: Renegade","3DS","2011","Racing","0.05","0.04","0","0.01","0.09","48.0","3.0","5.0","20.0","49","0.034736963989347",""
"Cardfight!! Vanguard: Ride to Victory","3DS","2013","Misc","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Carnival Games: Wild West 3D","3DS","2011","Misc","0.06","0.02","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Pokemon Rumble World","3DS","2015","Action","0","0.01","0.08","0","0.09","58.0","6.0","6.4","69.0","61","0.034736963989347",""
"Mahjong Cub3D","3DS","2011","Puzzle","0.07","0","0.02","0","0.09","67.0","0.0","5.3","4.0","60","0.034736963989347",""
"Terraria","3DS","2016","Action","0","0.04","0.05","0","0.09","70.0","6.0","7.0","20.0","70","0.034736963989347",""
"Digimon World Re:Digitize Decode","3DS","2013","Role-Playing","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Kuroko's Basketball: Ties to Future","3DS","2015","Action","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Inazuma Eleven 3","3DS","2013","Role-Playing","0","0.08","0","0","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Lost Heroes","3DS","2012","Role-Playing","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.034736963989347",""
"Adventure Time: Finn & Jake Investigations","3DS","2015","Action","0.03","0.05","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"The Seven Deadly Sins: Unjust Sin","3DS","2015","Adventure","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"Nano Assault","3DS","2011","Shooter","0.08","0","0","0.01","0.08","75.0","8.0","7.7","8.0","76","0.030877301323864",""
"Captain America: Super Soldier","3DS","2011","Action","0.05","0.02","0","0.01","0.08","50.0","9.0","5.0","6.0","50","0.030877301323864",""
"Nikoli's Pencil Puzzle","3DS","2011","Puzzle","0.05","0.03","0","0.01","0.08","60.0","7.0","0.0","0.0","30","0.030877301323864",""
"Gundam the 3D Battle","3DS","2011","Action","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"Face Racers: Photo Finish","3DS","2011","Racing","0.08","0","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"Kamen Rider: Travelers Senki","3DS","2013","Action","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"Pretty Rhythm: My Deco Rainbow Wedding","3DS","2013","Misc","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"One Piece: Romance Dawn - Bouken no Yoake","3DS","2013","Fighting","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"Adventure Time: The Secret of the Nameless Kingdom","3DS","2014","Action","0","0.07","0","0","0.08","65.0","5.0","5.6","8.0","60.5","0.030877301323864",""
"Pretty Rhythm Rainbow Live: Kira Kira My * Design","3DS","2013","Misc","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.030877301323864",""
"The Hidden","3DS","1987","Adventure","0.08","0","0","0.01","0.08","0.0","0.0","4.2","5.0","21","0.030877301323864",""
