"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Cut the Rope","3DS","2014","Puzzle","60","NA","NA","10","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Pro Yaky? Spirits 2011","3DS","2011","Sports","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Doraemon: Nobita to Himitsu Dougu Hakubutsukan","3DS","2013","Action","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!","3DS","2014","Action","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Lost Heroes 2","3DS","2015","Action","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Horrid Henry: The Good, The Bad and The Bugly","3DS","2011","Platform","NA","60","NA","10","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Future Card Buddy Fight: Yuujou no Bakunetsu Fight","3DS","2015","Action","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Transformer: Rise of the Dark Spark (3DS)","3DS","2014","Role-Playing","50","10","NA","10","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Gundam Try Age SP","3DS","2014","Strategy","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Penguins of Madagascar","3DS","2014","Action","NA","60","NA","NA","70","50","4","NA","NA","NA","0.029768233042739",""
"12-Sai. Honto no Kimochi","3DS","2014","Adventure","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Cardfight!! Vanguard: Lock On Victory!!","3DS","2014","Misc","NA","NA","70","NA","70","NA","NA","NA","NA","NA","0.029768233042739",""
"Moshi Monsters: Katsuma Unleashed","3DS","2013","Action","30","30","NA","10","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Dynasty Warriors Vs","3DS","2012","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"The Amazing Spider-Man 2 (2014)","3DS","2014","Action","30","30","NA","10","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Game Center CX: 3-Choume no Arino","3DS","2014","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!","3DS","2016","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"A-Train: City Simulator","3DS","2014","Simulation","NA","NA","60","NA","60","65","4","NA","NA","NA","0.025515628322347",""
"Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!","3DS","2014","Adventure","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Nicola Kanshuu: Model * Oshare Audition 2","3DS","2011","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ","3DS","2014","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"JoJo's Bizarre Adventure: All Star Battle","3DS","2012","Fighting","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Smile PreCure! Let's Go! Marchen World","3DS","2012","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Doraemon: Nobita no Uchuu Eiyuuki","3DS","2015","Action","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Toriko: Gourmet Battle!","3DS","2013","Role-Playing","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Culdcept Revolt","3DS","2016","Strategy","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Corpse Party: Back to School Edition","3DS","2016","Adventure","50","NA","NA","10","60","NA","NA","NA","NA","NA","0.025515628322347",""
"SpongeBob SquarePants: Plankton's Robotic Revenge","3DS","2013","Shooter","NA","60","NA","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Metal Max 4: Gekkou no Diva","3DS","2013","Role-Playing","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Magi: Aratanaru Sekai","3DS","2014","Role-Playing","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Girls RPG: Cinderellife","3DS","2012","Role-Playing","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Yuugen Gaisha Brave Company","3DS","2011","Strategy","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Ken to Mahou to Gakuen Mono. 3D","3DS","2011","Role-Playing","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"Pro Yakyuu Famista 2011","3DS","2011","Sports","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.025515628322347",""
"New Prince of Tennis: Go to the Top","3DS","2015","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Goosebumps: The Game","3DS","2015","Adventure","50","NA","NA","10","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Zyuden Sentai Kyoryuger: Game de Gaburincho!!","3DS","2013","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Minna no Ennichi","3DS","2012","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land","3DS","2015","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Guild 01","3DS","2012","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Chousoku Henkei Gyrozetter: Albatross no Tsubasa","3DS","2013","Role-Playing","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"G1 Grand Prix","3DS","2012","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Detective Conan: Marionette Symphony","3DS","2013","Adventure","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Gaist Crusher","3DS","2013","Action","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Centipede: Infestation","3DS","2011","Shooter","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Hero Bank 2","3DS","2014","Role-Playing","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"12-Sai. Koisuru Diary","3DS","2016","Adventure","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Nazo Waku Yakata: Oto no Ma ni Ma ni","3DS","2011","Misc","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Mahjong 3D: Warriors of the Emperor","3DS","2011","Misc","NA","40","NA","NA","50","NA","NA","NA","NA","NA","0.021263023601956",""
"Monster High: New Ghoul in School","3DS","2015","Action","NA","40","NA","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Nobunaga's Ambition (3DS)","3DS","2013","Simulation","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Card Fight!! Vanguard G: Stride to Victory!!","3DS","2016","Misc","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Gem Smashers","3DS","2011","Platform","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Yowamushi Pedal","3DS","2015","Action","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta","3DS","2014","Action","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Hana to Ikimo no Rittai Zukan","3DS","2011","Misc","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Doki Doki! PreCure Narikiri Life!","3DS","2013","Action","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Horses 3D","3DS","2012","Misc","40","NA","NA","NA","40","NA","NA","63","4","NA","0.017010418881565",""
"Riding Stables: The Whitakers present Milton and Friends","3DS","2011","Sports","NA","40","NA","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!","3DS","2014","Adventure","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
" Haikyu!! Cross Team Match!","3DS","2016","Adventure","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Time Travelers","3DS","2012","Adventure","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Doraemon: Shin Nobita no Nihon Tanjou","3DS","2016","Misc","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"SpongeBob: HeroPants","3DS","2015","Platform","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Corpse Party: Blood Covered - Repeated Fear","3DS","2015","Adventure","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Famicom Remix Best Choice","3DS","2015","Action","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"Nobunaga's Ambition II","3DS","2015","Strategy","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"The Croods: Prehistoric Party!","3DS","2013","Misc","10","20","NA","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"DoraMoji: Nobita no Kanji Daisakusen","3DS","2015","Misc","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"My Hero Academia: Battle for All","3DS","2016","Action","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.017010418881565",""
"FabStyle","3DS","2011","Strategy","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Cooking Mama: My Sweets Shop","3DS","2014","Simulation","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!","3DS","2016","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"PriPara Mezameyo! Megami no Dress Design","3DS","2016","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Deer Drive: Legends","3DS","2012","Action","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Mame Goma: Shiro to Kuro no Meikyuu","3DS","2012","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Paddington: Adventures in London","3DS","2015","Puzzle","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Langrisser: Re:Incarnation Tensei","3DS","2015","Role-Playing","20","NA","10","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Romance of the Three Kingdoms (3DS)","3DS","2013","Strategy","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Detective Conan: Phantom Rhapsody","3DS","2014","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Medabots 9: Metabee / Rokusho","3DS","2015","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Angler's Club: Ultimate Bass Fishing 3D","3DS","2011","Sports","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Tamagotchi no Doki Doki Dream Omisecchi","3DS","2013","Simulation","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Toushin Toshi","3DS","2014","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Beyond the Labyrinth","3DS","2012","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Medarot 9: Kabuto Ver. / Kuwagata Ver.","3DS","2015","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Clash of Elementalists","3DS","2013","Action","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Cooking Mama 5: Bon Appetit!","3DS","2013","Simulation","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"3DS Classic Collection","3DS","2016","Misc","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Barbie and Her Sisters Puppy Rescue","3DS","2015","Action","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Toriko: Ultimate Survival","3DS","2013","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai","3DS","2012","Adventure","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!","3DS","2015","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Young Justice: Legacy","3DS","2013","Action","30","NA","NA","NA","30","NA","NA","70","7","NA","0.012757814161174",""
"Kyokugen Dasshutsu ADV: Zennin Shiboudesu","3DS","2012","Adventure","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Power Rangers Super Megaforce ","3DS","2014","Action","10","10","NA","NA","30","43","7","NA","NA","NA","0.012757814161174",""
"Medabots Girls Mission: Metabee Ver. / Rokusho Ver.","3DS","2016","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Romance of the Three Kingdoms II","3DS","2015","Strategy","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Kung Fu Panda: Showdown of Legendary Legends","3DS","2015","Action","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"HappinessCharge PreCure! Kawarun Collection","3DS","2014","Misc","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Gudetama: Hanjuku de Tanomuwa","3DS","2015","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Pro Evolution Soccer 2012","3DS","2011","Action","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Dream Girl Premier","3DS","2015","Misc","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"The Peanuts Movie: Snoopy's Grand Adventure","3DS","2015","Action","NA","30","NA","NA","30","NA","NA","88","4","NA","0.012757814161174",""
"Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku","3DS","2013","Fighting","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Teddy Together","3DS","2016","Simulation","NA","20","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"One Piece: Daikaizoku Coliseum","3DS","2016","Fighting","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"The Legend of Korra (3DS)","3DS","2014","Strategy","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Harvest Moon: Skytree Village","3DS","2016","Simulation","20","NA","NA","NA","30","NA","NA","74","7","NA","0.012757814161174",""
" Beyblade Burst","3DS","2016","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.012757814161174",""
"Bella Sara 2 - The Magic of Drasilmare","3DS","2013","Adventure","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Thomas and Friends: Steaming around Sodor","3DS","2015","Action","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Azada","3DS","2012","Puzzle","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"UnchainBlades EXXiV","3DS","2012","Role-Playing","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Heavy Fire: The Chosen Few 3D","3DS","2011","Shooter","20","NA","NA","NA","20","NA","NA","63","4","NA","0.0085052094407825",""
"Mario Tennis","3DS","2000","Sports","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Detective Jinguuji Saburo: Ronde Revenge","3DS","2012","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!","3DS","2011","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Devil Survivor: Over Clock","3DS","2015","Strategy","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Downtown Nekketsu Jidaigek","3DS","2015","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Niko Puchi Girls Runway","3DS","2015","Misc","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Poyo Poyo Kansatsu Nikki","3DS","2012","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Gon: BakuBakuBakuBaku Adventure","3DS","2012","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"New Atelier Rorona: Hajimari no Monogatari","3DS","2015","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana","3DS","2012","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Ben 10 Omniverse 2","3DS","2013","Action","NA","20","NA","NA","20","NA","NA","76","5","NA","0.0085052094407825",""
"Monster High 13 Wishes","3DS","2013","Action","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Gaist Crusher God","3DS","2014","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"PachiPara 3D","3DS","2011","Misc","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Adventure Time: The Secret of the Nameless ","3DS","2014","Adventure","10","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0085052094407825",""
"Turbo: Super Stunt Squad","3DS","2013","Sports","NA","10","NA","NA","20","NA","NA","52","5","NA","0.0085052094407825",""
"Sousaku Alice to Oujisama!","3DS","2015","Simulation","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0042526047203912",""
"Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki","3DS","2015","Action","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0042526047203912",""
"50 Classic Games","3DS","2012","Misc","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0042526047203912",""
"Big Hero 6: Battle in the Bay","3DS","2014","Action","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0042526047203912",""
"Azure Striker Gunvolt: Striker Pack","3DS","2016","Action","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0042526047203912",""
"Order Up!!","3DS","2011","Action","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0042526047203912",""
