"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales"
"Madden NFL 2002","PS2","2001","Sports","2500","160","10","420","3080","94","23","79","46","86.5","0.20780342335899"
"NCAA Football 07","PS2","2006","Sports","1410","50","NA","230","1700","87","8","86","23","86.5","0.11469669471113"
"MVP Baseball 2005","PS2","2005","Sports","1260","70","NA","210","1540","87","25","86","47","86.5","0.1039017116795"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","PS2","2004","Action","520","560","NA","170","1250","87","45","86","34","86.5","0.084335804934657"
"Tom Clancy's Splinter Cell: Chaos Theory","PS2","2005","Action","360","450","NA","140","950","87","29","86","53","86.5","0.064095211750339"
"Silent Hill 3","PS2","2003","Action","350","270","NA","90","710","85","40","88","305","86.5","0.047902737202885"
"Half-Life","PS2","2001","Shooter","290","230","NA","80","600","87","24","86","94","86.5","0.040481186368635"
"ESPN NBA Basketball","PS2","2003","Sports","260","210","NA","70","540","89","8","84","38","86.5","0.036433067731772"
"Karaoke Revolution","PS2","2003","Misc","170","130","NA","40","350","83","29","90","7","86.5","0.023614025381704"
"Disgaea: Hour of Darkness","PS2","2003","Role-Playing","160","130","NA","40","330","84","42","89","74","86.5","0.022264652502749"
"Psi-Ops: The Mindgate Conspiracy","PS2","2004","Shooter","140","110","NA","40","290","84","46","89","27","86.5","0.01956590674484"
"Frequency","PS2","2001","Misc","90","70","NA","20","190","83","26","90","29","86.5","0.012819042350068"
"Wakeboarding Unleashed Featuring Shaun Murray","PS2","2003","Sports","80","60","NA","20","160","83","23","90","2","86.5","0.010794983031636"
"Psychonauts","PS2","2005","Platform","50","40","NA","10","90","86","33","87","60","86.5","0.0060721779552953"
"Grand Theft Auto IV","PS3","2008","Action","4760","3690","440","1610","10500","98","64","75","2833","86.5","0.70842076145112"
"The Elder Scrolls IV: Oblivion","PS3","2007","Role-Playing","1690","850","140","430","3100","93","45","80","604","86.5","0.20915279623795"
"Battlefield: Bad Company 2","PS3","2010","Shooter","1330","1100","80","440","2950","88","59","85","572","86.5","0.19903249964579"
"Dead Space 2","PS3","2011","Shooter","730","480","NA","210","1420","89","78","84","535","86.5","0.09580547440577"
"The Orange Box","PS3","2007","Shooter","280","580","NA","210","1060","89","20","84","88","86.5","0.071516762584589"
"MLB 10: The Show","PS3","2010","Sports","660","NA","NA","60","720","90","33","83","7","86.5","0.048577423642362"
"The Sly Collection","PS3","2010","Platform","520","80","10","80","680","85","46","88","72","86.5","0.045878677884453"
"WipEout HD Fury","PS3","2009","Racing","NA","50","NA","10","70","89","5","84","5","86.5","0.0047228050763408"
"Titanfall 2","PS4","2016","Shooter","340","250","50","120","750","89","56","84","704","86.5","0.050601482960794"
"Forza Motorsport 2","X360","2007","Racing","2350","1270","30","410","4050","90","66","83","380","86.5","0.27324800798829"
"Dark Souls","X360","2011","Role-Playing","640","270","NA","90","990","89","66","84","6","86.5","0.066793957508248"
"XCOM: Enemy Unknown","X360","2012","Strategy","360","210","NA","50","620","90","35","83","366","86.5","0.04183055924759"
"Dead or Alive 3","XB","2001","Fighting","1190","290","240","60","1770","87","35","86","44","86.5","0.11941949978747"
"Burnout Revenge","XB","2005","Racing","320","190","NA","10","530","89","65","84","66","86.5","0.035758381292294"
"Tiger Woods PGA Tour 2003","XB","2002","Sports","350","80","NA","10","440","88","4","85","NA","86.5","0.029686203336999"
"MX Unleashed","XB","2004","Racing","340","80","NA","20","440","80","8","93","2","86.5","0.029686203336999"
"SSX Tricky","XB","2001","Sports","320","90","NA","20","430","88","22","85","NA","86.5","0.029011516897522"
"ESPN NHL 2K5","XB","2004","Sports","320","90","NA","20","420","88","32","85","4","86.5","0.028336830458045"
"Fight Night Round 3","XB","2006","Fighting","260","60","NA","10","330","83","32","90","20","86.5","0.022264652502749"
"Shenmue II","XB","2002","Adventure","220","80","NA","10","320","80","30","93","96","86.5","0.021589966063272"
"World Series Baseball","XB","2002","Sports","170","50","NA","10","230","85","20","88","6","86.5","0.015517788107977"
"Dark Souls III","XOne","2016","Role-Playing","260","90","NA","40","390","87","4","86","504","86.5","0.026312771139613"
"Neverwinter Nights","PC","2002","Role-Playing","NA","30","NA","NA","30","90","34","82","490","86","0.0020240593184318"
"IL-2 Sturmovik: Forgotten Battles","PC","2003","Simulation","NA","20","NA","NA","20","86","2","86","38","86","0.0013493728789545"
"Pillars of Eternity","PC","2014","Role-Playing","NA","20","NA","NA","20","89","70","83","2090","86","0.0013493728789545"
"Tony Hawk's Pro Skater 3","PS2","2001","Sports","2660","1290","10","460","4410","97","34","75","298","86","0.29753671980947"
"Need for Speed: Most Wanted","PS2","2005","Racing","2030","1790","80","470","4370","82","36","90","37","86","0.29483797405156"
"Madden NFL 2003","PS2","2002","Sports","3360","210","10","560","4140","95","25","77","65","86","0.27932018594358"
"The Lord of the Rings: The Return of the King","PS2","2003","Action","1500","1280","50","460","3280","85","30","87","5","86","0.22129715214854"
"ESPN NFL 2K5","PS2","2004","Sports","2150","120","NA","360","2620","90","37","82","84","86","0.17676784714304"
"MX Unleashed","PS2","2004","Racing","940","730","NA","250","1920","80","8","92","46","86","0.12953979637963"
"NCAA Football 06","PS2","2005","Sports","1530","50","NA","250","1840","87","25","85","36","86","0.12414230486381"
"Def Jam: Fight for NY","PS2","2004","Fighting","860","670","NA","220","1760","83","46","89","73","86","0.118744813348"
"Sly Cooper and the Thievius Raccoonus","PS2","2002","Platform","1030","140","NA","40","1210","86","40","86","84","86","0.081637059176748"
"MLB 06: The Show","PS2","2006","Sports","780","30","NA","130","940","83","30","89","30","86","0.063420525310862"
"Shin Megami Tensei: Persona 3 FES","PS2","2007","Role-Playing","220","200","160","50","630","89","25","83","296","86","0.042505245687067"
"NASCAR: Dirt to Daytona","PS2","2002","Racing","280","220","NA","70","580","84","NA","88","9","86","0.039131813489681"
"Aggressive Inline","PS2","2002","Sports","170","130","NA","40","350","85","30","87","4","86","0.023614025381704"
"Rayman 2: Revolution","PS2","2000","Platform","150","110","NA","40","300","90","6","82","42","86","0.020240593184318"
"MLB SlugFest Loaded","PS2","2004","Sports","140","110","NA","40","300","77","30","95","4","86","0.020240593184318"
"Fatal Frame II: Crimson Butterfly","PS2","2003","Action","80","60","NA","20","160","80","40","92","NA","86","0.010794983031636"
"Assassin's Creed: Brotherhood","PS3","2010","Action","1870","550","110","290","2820","90","59","82","790","86","0.19026157593259"
"Borderlands 2","PS3","2012","Shooter","1050","720","100","350","2230","90","25","82","858","86","0.15045507600343"
"Valkyria Chronicles","PS3","2008","Role-Playing","710","190","240","130","1270","86","60","86","433","86","0.085685177813611"
"MLB 08: The Show","PS3","2008","Sports","640","NA","NA","50","700","85","33","87","76","86","0.047228050763408"
"Uncharted 4: A Thief's End","PS4","2016","Shooter","1850","2500","190","850","5380","93","3","79","7064","86","0.36298130443876"
"Battlefield 1","PS4","2016","Shooter","1100","2150","210","610","4080","88","30","84","809","86","0.27527206730672"
"Rocket League","PS4","2016","Sports","30","280","NA","50","370","85","50","87","290","86","0.024963398260658"
"The Talos Principle","PS4","2015","Puzzle","NA","20","NA","NA","30","88","30","84","24","86","0.0020240593184318"
"Halo 3","X360","2007","Shooter","7970","2810","130","1210","12120","94","86","78","4000","86","0.81771996464643"
"Forza Motorsport 3","X360","2009","Racing","2990","1900","100","500","5490","92","90","80","506","86","0.37040285527301"
"Forza Motorsport 4","X360","2011","Racing","2080","1970","60","460","4570","90","83","82","607","86","0.3083317028411"
"Assassin's Creed: Brotherhood","X360","2010","Action","2850","380","30","240","3490","89","80","83","693","86","0.23546556737756"
"Guitar Hero II","X360","2007","Misc","2010","20","NA","170","2200","92","55","80","220","86","0.148431016685"
"Deus Ex: Human Revolution","X360","2011","Shooter","760","470","20","120","1370","89","70","83","684","86","0.092432042208384"
"NHL 10","X360","2009","Sports","510","100","NA","60","660","88","52","84","70","86","0.044529305005499"
"NHL 09","X360","2008","Sports","450","10","NA","40","500","88","40","84","60","86","0.033734321973863"
"Rayman Legends","X360","2013","Platform","190","200","NA","40","430","90","35","82","207","86","0.029011516897522"
"BlazBlue: Continuum Shift","X360","2010","Fighting","230","40","20","20","310","85","32","87","26","86","0.020915279623795"
"Star Wars: Battlefront II","XB","2005","Shooter","1220","390","NA","60","1670","83","40","89","6","86","0.1126726353927"
"Star Wars Knights of the Old Republic II: The Sith Lords","XB","2004","Role-Playing","990","330","NA","50","1370","86","67","86","40","86","0.092432042208384"
"Max Payne","XB","2001","Shooter","980","190","NA","50","1220","89","24","83","60","86","0.082311745616225"
"ESPN NBA 2K5","XB","2004","Sports","880","40","NA","40","950","85","28","87","22","86","0.064095211750339"
"Fight Night 2004","XB","2004","Fighting","510","150","NA","20","680","85","47","87","20","86","0.045878677884453"
"Return to Castle Wolfenstein: Tides of War","XB","2003","Shooter","490","160","NA","20","670","84","38","88","33","86","0.045203991444976"
"Metal Gear Solid 2: Substance","XB","2006","Action","380","220","NA","30","620","87","28","85","39","86","0.04183055924759"
"NCAA Football 2003","XB","2002","Sports","390","110","NA","20","520","90","4","82","5","86","0.035083694852817"
"MVP Baseball 2003","XB","2003","Sports","150","40","NA","10","200","82","8","90","9","86","0.013493728789545"
"TimeSplitters: Future Perfect","XB","2005","Shooter","120","30","NA","10","160","83","54","89","35","86","0.010794983031636"
"Mega Man Anniversary Collection","XB","2005","Platform","100","30","NA","NA","130","80","2","92","5","86","0.0087709237132043"
"ESPN NHL Hockey","XB","2003","Sports","80","20","NA","NA","110","88","25","84","24","86","0.0074215508342498"
"MotoGP 2","XB","2003","Racing","70","20","NA","NA","100","87","23","85","4","86","0.0067468643947725"
"Life is Strange","XOne","2016","Adventure","90","30","NA","10","130","85","4","87","23","86","0.0087709237132043"
"Borderlands 2","PC","2012","Shooter","420","410","NA","100","930","89","38","82","2482","85.5","0.062745838871385"
"XCOM: Enemy Unknown","PC","2012","Strategy","270","360","NA","80","710","89","57","82","2235","85.5","0.047902737202885"
"StarCraft II: Legacy of the Void","PC","2015","Strategy","190","290","NA","40","530","88","62","83","833","85.5","0.035758381292294"
"Tomb Raider (2013)","PC","2013","Action","60","250","NA","40","350","86","8","85","3552","85.5","0.023614025381704"
"The Witcher: Enhanced Edition","PC","2008","Role-Playing","320","10","NA","NA","320","86","30","85","660","85.5","0.021589966063272"
"SimCity 4","PC","2003","Simulation","10","240","NA","30","290","84","36","87","268","85.5","0.01956590674484"
"South Park: The Stick of Truth","PC","2014","Role-Playing","70","100","NA","10","190","85","48","86","739","85.5","0.012819042350068"
"DiRT 2","PC","2009","Racing","NA","40","NA","10","50","89","22","82","352","85.5","0.0033734321973863"
"The Sims","PC","2000","Simulation","10","30","NA","10","50","92","38","79","450","85.5","0.0033734321973863"
"Age of Mythology: The Titans","PC","2003","Strategy","20","20","NA","NA","40","84","25","87","9","85.5","0.002698745757909"
"Guild Wars: Nightfall","PC","2006","Role-Playing","NA","20","NA","NA","30","84","30","87","4","85.5","0.0020240593184318"
"SWAT 4","PC","2005","Shooter","NA","20","NA","NA","30","85","49","86","224","85.5","0.0020240593184318"
"Need for Speed Underground","PS2","2003","Racing","3270","2830","80","1020","7200","85","33","86","70","85.5","0.48577423642362"
"Tony Hawk's Underground 2","PS2","2004","Sports","1250","860","10","260","2370","83","59","88","55","85.5","0.15990068615611"
"ATV Offroad Fury 2","PS2","2002","Racing","1920","200","NA","60","2180","82","26","89","28","85.5","0.14708164380604"
"Dynasty Warriors 4","PS2","2003","Action","630","210","1130","130","2110","78","24","93","200","85.5","0.1423588387297"
"Onimusha 3: Demon Siege","PS2","2004","Action","370","470","540","70","1450","85","53","86","73","85.5","0.097829533724202"
"NASCAR 2005: Chase for the Cup","PS2","2004","Racing","690","540","NA","180","1410","87","9","84","5","85.5","0.095130787966293"
"NASCAR Thunder 2003","PS2","2002","Racing","600","460","NA","160","1220","84","6","87","7","85.5","0.082311745616225"
"Sly 3: Honor Among Thieves","PS2","2005","Platform","690","30","NA","110","830","83","59","88","30","85.5","0.055998974476612"
"Maximo: Ghosts to Glory","PS2","2001","Platform","380","290","NA","100","770","84","33","87","6","85.5","0.051950855839748"
"Zone of the Enders: The 2nd Runner","PS2","2003","Simulation","150","120","110","40","410","82","33","89","65","85.5","0.027662144018567"
"Ni no Kuni: Wrath of the White Witch","PS3","2011","Role-Playing","600","470","210","230","1510","85","89","86","984","85.5","0.10187765236107"
"Deus Ex: Human Revolution","PS3","2011","Shooter","500","590","70","220","1370","89","50","82","682","85.5","0.092432042208384"
"Rayman Origins","PS3","2011","Platform","330","490","10","170","1000","87","43","84","238","85.5","0.067468643947725"
"XCOM: Enemy Unknown","PS3","2012","Strategy","240","230","NA","100","570","89","20","82","296","85.5","0.038457127050203"
"BlazBlue: Calamity Trigger","PS3","2009","Fighting","360","100","60","60","570","87","50","84","2","85.5","0.038457127050203"
"Life is Strange","PS4","2016","Adventure","150","150","30","60","400","85","23","86","672","85.5","0.02698745757909"
"Borderlands 2","X360","2012","Shooter","1890","880","40","250","3050","89","59","82","892","85.5","0.20577936404056"
"Tom Clancy's Rainbow Six: Vegas","X360","2006","Shooter","1090","650","20","200","1950","88","69","83","225","85.5","0.13156385569806"
"The Witcher 2: Assassins of Kings","X360","2012","Action","480","320","20","80","900","88","82","83","808","85.5","0.060721779552953"
"BlazBlue: Calamity Trigger","X360","2009","Fighting","210","80","40","30","360","86","50","85","70","85.5","0.024288711821181"
"Plants vs. Zombies","X360","2010","Strategy","240","NA","NA","20","260","89","27","82","60","85.5","0.017541847426409"
"Tom Clancy's Rainbow Six 3","XB","2003","Shooter","910","570","NA","70","1550","86","39","85","30","85.5","0.10457639811897"
"Need for Speed: Most Wanted","XB","2005","Racing","530","460","NA","50","1040","83","32","88","29","85.5","0.070167389705634"
"Full Spectrum Warrior","XB","2004","Strategy","540","160","NA","30","730","84","67","87","27","85.5","0.049252110081839"
"Tiger Woods PGA Tour 2004","XB","2003","Sports","470","130","NA","20","620","89","8","82","4","85.5","0.04183055924759"
