"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"Winning Eleven: Pro Evolution Soccer 2007","PS2","2006","Sports","0.1","2.39","1.05","0.86","4.39","86","19","8.90","33"
"The Elder Scrolls IV: Oblivion","X360","2006","Role-Playing","2.82","1.03","0.13","0.4","4.38","94","90","8.70","1109"
"Zelda II: The Adventure of Link","NES","1987","Adventure","2.19","0.5","1.61","0.08","4.38","1","1","1.00","1"
"Need for Speed: Most Wanted","PS2","2005","Racing","2.03","1.79","0.08","0.47","4.37","82","36","9.10","137"
"Michael Jackson: The Experience","Wii","2010","Misc","2.64","1.33","0.01","0.39","4.36","56","37","8.30","31"
"Call of Duty: Advanced Warfare","PS3","2014","Shooter","1.56","1.93","0.19","0.68","4.36","1","1","4.80","207"
"Resistance: Fall of Man","PS3","2006","Shooter","1.74","1.72","0.14","0.75","4.34","86","70","8.10","715"
"Sonic the Hedgehog","GEN","1991","Platform","3.03","0.91","0.26","0.13","4.34","1","1","1.00","1"
"Kingdom Hearts II","PS2","2005","Role-Playing","2.2","0.58","1.38","0.17","4.33","87","64","9.00","766"
"The Legend of Zelda: Ocarina of Time","3DS","2011","Action","2.09","1.31","0.62","0.31","4.33","1","1","1.00","1"
"Super Mario 3D World","WiiU","2013","Platform","2.11","1.16","0.73","0.32","4.32","93","83","9.00","1607"
"Minecraft","PS4","2014","Misc","1.48","2.02","0.14","0.68","4.32","1","1","1.00","1"
"Asteroids","Atari 2600","1980","Shooter","4","0.26","0","0.05","4.31","1","1","1.00","1"
"Call of Duty: Advanced Warfare","X360","2014","Shooter","2.77","1.11","0","0.4","4.29","1","1","4.90","221"
"FIFA 15","PS3","2014","Sports","0.58","3.02","0.04","0.64","4.28","1","1","4.50","109"
"Fable II","X360","2008","Role-Playing","2.51","1.24","0.11","0.41","4.27","89","95","6.50","2423"
"Namco Museum","GBA","2001","Misc","3","1.11","0.05","0.07","4.24","79","10","7.30","6"
"Batman: Arkham Asylum","PS3","2009","Action","2.24","1.31","0.07","0.61","4.23","91","70","8.90","1122"
"Metal Gear Solid 3: Snake Eater","PS2","2004","Action","1.46","0","0.83","1.93","4.23","91","68","9.30","955"
"Assassin's Creed: Revelations","PS3","2011","Action","1.41","2.01","0.1","0.7","4.22","80","39","7.50","613"
"Fallout 4","XOne","2015","Role-Playing","2.51","1.32","0.01","0.38","4.22","88","39","6.20","1749"
"FIFA 14","X360","2013","Sports","0.92","2.89","0.01","0.4","4.22","84","41","4.20","435"
"Daxter","PSP","2006","Platform","2.45","1.01","0","0.75","4.21","85","59","8.70","109"
"Warcraft II: Tides of Darkness","PC","1995","Strategy","1.7","2.27","0","0.23","4.21","1","1","1.00","1"
"FIFA Soccer 06","PS2","2005","Sports","0.78","2.55","0.04","0.84","4.21","80","32","7.80","47"
"EyeToy Play","PS2","2003","Misc","0.88","2.3","0.2","0.83","4.2","80","32","7.50","22"
"Gran Turismo 5 Prologue","PS3","2007","Racing","1.28","1.82","0.57","0.52","4.19","80","67","7.10","120"
"Assassin's Creed: Revelations","X360","2011","Action","2.25","1.47","0.04","0.43","4.19","80","77","7.20","564"
"FIFA 12","X360","2011","Sports","0.84","2.78","0.02","0.53","4.18","1","1","1.00","1"
"Teenage Mutant Ninja Turtles","NES","1989","Action","3.38","0.44","0.31","0.04","4.17","1","1","1.00","1"
"Street Fighter IV","PS3","2009","Fighting","2.03","1.04","0.58","0.52","4.16","94","61","7.30","330"
"Excitebike","NES","1984","Racing","2.04","0.48","1.57","0.07","4.16","1","1","1.00","1"
"Frogger","PS","1997","Action","3.79","0.27","0","0.11","4.16","1","1","1.00","1"
"Madden NFL 2003","PS2","2002","Sports","3.36","0.21","0.01","0.56","4.14","95","25","7.70","65"
"Half-Life","PC","1997","Shooter","4.03","0","0.09","0","4.12","96","24","9.10","3161"
"Super Mario World 2: Yoshi's Island","SNES","1995","Platform","1.65","0.61","1.76","0.09","4.12","1","1","1.00","1"
"FIFA Soccer 07","PS2","2006","Sports","0.71","2.48","0.03","0.89","4.11","1","1","1.00","1"
"Street Fighter II Turbo","SNES","1992","Fighting","1.42","0.51","2.1","0.07","4.1","1","1","1.00","1"
"World of Warcraft: The Burning Crusade","PC","2007","Role-Playing","2.57","1.52","0","0","4.09","91","46","7.90","785"
"Battlefield 1","PS4","2016","Shooter","1.1","2.15","0.21","0.61","4.08","88","31","8.40","809"
"God of War II","PS2","2007","Action","2.32","0.04","0.04","1.67","4.07","93","70","8.90","709"
"World Soccer Winning Eleven 9","PS2","2005","Sports","0.12","2.26","0.9","0.77","4.06","1","1","8.20","23"
"Fallout: New Vegas","X360","2010","Role-Playing","2.66","1.03","0.04","0.33","4.05","84","81","8.10","769"
"Forza Motorsport 2","X360","2007","Racing","2.35","1.27","0.03","0.41","4.05","90","66","8.30","381"
"Carnival Games","Wii","2007","Misc","2.12","1.47","0.05","0.42","4.05","56","27","6.00","44"
"Watch Dogs","PS4","2014","Action","1.4","1.9","0.11","0.64","4.05","80","80","6.30","2996"
"Namco Museum Vol.3","PS","1996","Misc","2.28","1.55","0.16","0.06","4.05","1","1","1.00","1"
"Tekken Tag Tournament","PS2","2000","Fighting","1.68","1.51","0.51","0.35","4.05","85","25","8.50","117"
"Far Cry 4","PS4","2014","Shooter","1.13","2.18","0.1","0.63","4.04","85","83","7.70","1653"
"Star Fox 64","N64","1997","Shooter","2.78","0.58","0.64","0.04","4.03","1","1","1.00","1"
"Golf","NES","1984","Sports","1.22","0.28","2.46","0.04","4.01","1","1","1.00","1"
"Namco Museum: 50th Anniversary","PS2","2005","Misc","2.08","1.35","0","0.54","3.98","61","21","1.00","1"
"Left 4 Dead 2","X360","2009","Shooter","2.67","0.87","0.05","0.38","3.97","89","76","8.60","681"
"The Witcher 3: Wild Hunt","PS4","2015","Role-Playing","1.02","2.13","0.23","0.59","3.97","92","79","9.20","10179"
"Assassin's Creed: Unity","PS4","2014","Action","1.19","2.07","0.08","0.62","3.96","70","40","4.90","2050"
"Batman: Arkham Knight","PS4","2015","Action","1.53","1.69","0.1","0.64","3.95","87","89","7.60","2679"
"The Legend of Zelda: Skyward Sword","Wii","2011","Action","2.03","1.16","0.37","0.38","3.95","93","81","8.00","1958"
"Fallout 3","PS3","2008","Role-Playing","2.15","1.13","0.07","0.59","3.94","90","57","8.00","910"
"Professor Layton and the Diabolical Box","DS","2007","Puzzle","0.9","1.76","0.92","0.37","3.94","84","65","8.80","72"
"Donkey Kong Land","GB","1994","Platform","1.97","0.76","1.07","0.11","3.91","1","1","1.00","1"
"EA Sports Active","Wii","2009","Sports","2.09","1.35","0.06","0.4","3.9","81","27","8.70","39"
"Tony Hawk's Underground","PS2","2003","Sports","2.29","1.17","0.01","0.42","3.9","90","38","8.70","121"
"Monster Hunter 4 Ultimate","3DS","2014","Role-Playing","0.68","0.48","2.62","0.11","3.89","86","80","8.70","348"
"The Elder Scrolls V: Skyrim","PC","2011","Role-Playing","1.16","2.12","0","0.6","3.88","94","32","8.10","9073"
"NBA 2K16","PS4","2015","Sports","2.49","0.66","0.03","0.69","3.88","87","51","6.70","364"
"Tekken 5","PS2","2005","Fighting","0.93","1.94","0.31","0.7","3.87","88","62","8.60","229"
"Dragon Warrior III","NES","1988","Role-Playing","0.1","0","3.77","0","3.87","1","1","1.00","1"
"MotorStorm","PS3","2006","Racing","1.53","1.6","0.06","0.67","3.87","84","9","7.40","220"
"Nintendogs + cats","3DS","2011","Simulation","1.44","1.41","0.73","0.27","3.85","1","1","1.00","1"
"World Soccer Winning Eleven 8 International","PS2","2004","Sports","0.16","1.89","1.12","0.68","3.85","91","26","9.10","38"
"Sports Champions","PS3","2010","Sports","2.13","1.12","0.1","0.5","3.84","76","64","7.90","104"
"Namco Museum Vol.1","PS","1995","Misc","2.12","1.44","0.22","0.06","3.84","1","1","1.00","1"
"The Legend of Zelda: Link's Awakening","GB","1992","Action","2.21","0.96","0.54","0.13","3.83","1","1","1.00","1"
"Call of Duty: Ghosts","PS4","2013","Shooter","1.78","1.43","0.05","0.57","3.83","78","49","3.70","1564"
"Flash Focus: Vision Training in Minutes a Day","DS","2007","Misc","0.86","1.56","1.05","0.35","3.83","59","22","4.00","4"
"Tom Clancy's The Division","PS4","2016","Shooter","1.35","1.7","0.15","0.6","3.8","80","64","7.00","2219"
"Big Brain Academy: Wii Degree","Wii","2007","Misc","1.05","1.91","0.41","0.42","3.79","68","33","6.90","39"
"Resident Evil Director's Cut","PS","1996","Action","1.82","1.24","0.47","0.25","3.77","1","1","1.00","1"
"Mario & Luigi: Bowser's Inside Story","DS","2009","Role-Playing","2.23","0.47","0.81","0.26","3.77","1","1","1.00","1"
"LEGO Indiana Jones: The Original Adventures","X360","2008","Action","2.4","1.01","0","0.36","3.76","77","60","7.50","66"
"The Sims: Unleashed","PC","2002","Simulation","2.03","1.56","0","0.17","3.76","79","21","8.00","29"
"Ratchet & Clank: Size Matters","PSP","2007","Platform","1.4","1.39","0.1","0.86","3.74","1","1","1.00","1"
"Harry Potter and the Sorcerer's Stone","PS","2001","Action","1.37","2","0.14","0.22","3.73","64","11","7.50","41"
"Mario & Sonic at the London 2012 Olympic Games","Wii","2011","Sports","1.12","1.87","0.27","0.45","3.72","1","1","1.00","1"
"Resident Evil 3: Nemesis","PS","1999","Action","1.3","0.77","1.54","0.11","3.72","1","1","1.00","1"
"Super Paper Mario","Wii","2007","Platform","1.95","0.86","0.59","0.31","3.71","85","56","7.90","417"
"Spyro: Year of the Dragon","PS","2000","Platform","1.93","1.58","0","0.19","3.71","91","15","8.80","207"
"Assassin's Creed IV: Black Flag","PS3","2013","Action","1.33","1.68","0.13","0.57","3.71","88","36","8.10","840"
"FIFA Soccer 2005","PS2","2004","Sports","0.58","2.48","0.04","0.59","3.7","81","27","7.60","56"
"Pok̩mon Trading Card Game","GB","1998","Strategy","1.49","0.73","1.38","0.1","3.7","1","1","1.00","1"
"Friend Collection","DS","2009","Misc","0","0","3.67","0","3.67","1","1","1.00","1"
"Tony Hawk's Pro Skater 4","PS2","2002","Sports","2.13","1.18","0.01","0.35","3.67","94","27","8.50","128"
"Star Wars Battlefront (2015)","XOne","2015","Shooter","2.04","1.28","0.02","0.32","3.66","1","1","1.00","1"
"MySims","DS","2007","Simulation","1.58","1.59","0.08","0.41","3.66","67","15","7.30","13"
"Midnight Club 3: DUB Edition","PSP","2005","Racing","1.65","1.21","0","0.79","3.65","74","34","8.40","31"
"Banjo-Kazooie","N64","1998","Platform","1.87","1.13","0.55","0.1","3.65","1","1","1.00","1"
"SOCOM: U.S. Navy SEALs","PS2","2002","Shooter","2.53","0.81","0.06","0.24","3.65","82","42","7.90","82"
"Jak and Daxter: The Precursor Legacy","PS2","2001","Platform","2.08","1.09","0.15","0.33","3.64","90","35","8.70","312"
"Pokemon Snap","N64","1999","Simulation","2.23","0.68","0.66","0.06","3.63","1","1","1.00","1"
"Pro Evolution Soccer 2008","PS2","2007","Sports","0.05","0","0.64","2.93","3.63","82","10","7.90","38"
"Resident Evil 4","PS2","2005","Action","2.08","0.83","0.46","0.25","3.62","96","38","8.90","1013"
"Guitar Hero: World Tour","Wii","2008","Misc","2.32","0.96","0","0.34","3.62","86","18","7.60","71"
"FIFA Soccer 10","PS3","2009","Sports","0.6","2.45","0.05","0.52","3.62","91","56","7.60","203"
"Star Wars: Battlefront","PS2","2004","Shooter","1.93","1.22","0.03","0.44","3.61","82","36","8.70","142"
"Doom II: Hell on Earth","PC","1994","Shooter","2.05","1.4","0","0.16","3.61","1","1","1.00","1"
"The Simpsons: Road Rage","PS2","2001","Racing","2.02","1.17","0","0.42","3.61","64","23","7.70","32"
"Luigi's Mansion","GC","2001","Action","2.38","0.67","0.46","0.1","3.6","78","34","8.50","161"
"Battlefield 4","PS4","2013","Shooter","1.35","1.55","0.17","0.51","3.59","85","18","6.90","1580"
"Star Wars: Battlefront II","PS2","2005","Shooter","2.18","1.02","0.03","0.37","3.59","84","30","9.00","268"
"Just Dance 2014","Wii","2013","Misc","1.88","1.39","0","0.31","3.59","1","1","6.20","10"
"Cooking Mama 2: Dinner With Friends","DS","2007","Simulation","1.6","1.49","0.1","0.39","3.58","70","39","8.00","9"
"WWF SmackDown!","PS","2000","Fighting","2.01","1.35","0.06","0.16","3.58","1","1","1.00","1"
"Croc: Legend of the Gobbos","PS","1997","Platform","1.57","1.79","0","0.2","3.56","1","1","1.00","1"
"Grand Theft Auto: Liberty City Stories","PS2","2006","Action","1.56","1.4","0.07","0.5","3.54","78","49","7.80","112"
"The Getaway","PS2","2002","Action","1.23","1.77","0.05","0.49","3.54","72","49","6.80","88"
"Tomb Raider III: Adventures of Lara Croft","PS","1997","Action","1.66","1.58","0.12","0.18","3.54","1","1","1.00","1"
"James Bond 007: Agent Under Fire","PS2","2001","Shooter","1.9","1.13","0.1","0.41","3.53","72","27","7.90","48"
"LEGO Star Wars: The Video Game","PS2","2005","Action","1.98","1.14","0.01","0.41","3.53","1","1","1.00","1"
"Rugrats in Paris: The Movie","PS","2000","Action","1.96","1.33","0","0.23","3.52","1","1","1.00","1"
"FIFA Soccer 11","X360","2010","Sports","0.71","2.39","0.02","0.4","3.52","88","66","7.50","155"
"Spyro 2: Ripto's Rage!","PS","1999","Platform","2.14","1.21","0.01","0.17","3.52","1","1","1.00","1"
"Left 4 Dead","X360","2008","Shooter","2.66","0.49","0.05","0.3","3.51","89","67","7.90","1309"
"Donkey Kong Country 3: Dixie Kong's Double Trouble!","SNES","1996","Platform","1.17","0.5","1.75","0.08","3.51","1","1","1.00","1"
"Assassin's Creed: Unity","XOne","2014","Action","2.27","0.9","0","0.33","3.5","72","59","4.10","1005"
"Kung Fu","NES","1985","Action","1.64","0.38","1.42","0.06","3.5","1","1","1.00","1"
"Resident Evil 5","X360","2009","Action","2.11","0.93","0.12","0.34","3.5","83","91","7.50","523"
"Assassin's Creed: Brotherhood","X360","2010","Action","2.85","0.38","0.03","0.24","3.49","89","81","8.30","693"
"FIFA Soccer 2004","PS2","2003","Sports","0.59","2.36","0.04","0.51","3.49","84","20","6.40","76"
"Battlefield 4","PS3","2013","Shooter","1.3","1.42","0.27","0.5","3.49","80","14","5.80","579"
"Batman: Arkham Asylum","X360","2009","Action","2.2","0.95","0.02","0.31","3.48","92","78","8.70","1080"
"Battlefield 4","X360","2013","Shooter","2.15","1.01","0.02","0.31","3.48","79","21","5.60","542"
"Battlefield: Bad Company 2","X360","2010","Shooter","2.1","1.01","0.04","0.32","3.47","88","75","8.60","869"
"Mario & Sonic at the Olympic Winter Games","DS","2009","Sports","1.21","1.62","0.27","0.37","3.46","1","1","1.00","1"
"Guitar Hero: On Tour","DS","2008","Misc","2.1","1.01","0.01","0.35","3.46","71","70","8.80","29"
"Clubhouse Games","DS","2006","Misc","0.59","1.79","0.73","0.34","3.45","83","30","8.40","28"
"Monster Hunter 4","3DS","2013","Role-Playing","0","0","3.44","0","3.44","1","1","1.00","1"
"Borderlands","X360","2009","Shooter","2.4","0.71","0.03","0.29","3.44","84","83","8.20","715"
"Tekken 4","PS2","2002","Fighting","1.55","1.27","0.33","0.29","3.44","79","23","8.30","126"
"Final Fantasy III","SNES","1994","Role-Playing","0.86","0","2.55","0.02","3.42","1","1","1.00","1"
"Grand Theft Auto 2","PS","1998","Action","1.13","2.07","0","0.22","3.42","70","15","8.00","67"
"Metal Gear Solid V: The Phantom Pain","PS4","2015","Action","1.09","1.36","0.49","0.48","3.41","93","86","8.20","3943"
"Spider-Man 2","PS2","2004","Action","1.75","1.2","0.02","0.43","3.41","80","50","8.90","106"
"F-1 Race","GB","1990","Racing","1.73","0.69","0.59","0.4","3.41","1","1","1.00","1"
"FIFA Soccer 2003","PS2","2002","Sports","0.46","2.28","0.05","0.61","3.4","88","15","6.70","35"
"LittleBigPlanet 2","PS3","2011","Platform","1.83","1.05","0.06","0.46","3.39","91","86","8.40","657"
"Crash Bash","PS","2000","Misc","1.56","1.47","0.19","0.17","3.39","68","12","8.20","99"
"Assassin's Creed Syndicate","PS4","2015","Action","0.81","1.99","0.07","0.52","3.39","76","86","6.80","1319"
"LEGO Batman: The Videogame","X360","2008","Action","2.04","1.02","0","0.32","3.38","76","49","7.90","75"
"Destiny","XOne","2014","Shooter","2.14","0.92","0","0.31","3.37","75","11","5.50","1735"
"WWF War Zone","PS","1998","Fighting","2.47","0.76","0","0.13","3.36","1","1","1.00","1"
"The Legend of Zelda: Majora's Mask","N64","2000","Action","1.9","0.67","0.73","0.06","3.36","1","1","1.00","1"
"Far Cry 3","PS3","2012","Shooter","0.88","1.7","0.1","0.67","3.35","90","32","8.50","1041"
"Rugrats: Search For Reptar","PS","1998","Adventure","1.63","1.53","0","0.18","3.34","1","1","1.00","1"
"English Training: Have Fun Improving Your Skills!","DS","2006","Misc","0","0.99","2.32","0.02","3.33","1","1","1.00","1"
"James Bond 007: Nightfire","PS2","2002","Shooter","1.45","1.29","0.12","0.46","3.33","77","20","8.50","66"
"Ratchet & Clank","PS2","2002","Platform","1.44","1.01","0.57","0.3","3.33","1","1","1.00","1"
"Monster Hunter X","3DS","2015","Action","0.27","0.21","2.79","0.05","3.32","1","1","1.00","1"
"Star Wars Episode III: Revenge of the Sith","PS2","2005","Action","1.47","1.39","0.03","0.43","3.32","60","34","7.20","82"
"The Legend of Zelda: Spirit Tracks","DS","2009","Action","1.4","0.91","0.74","0.26","3.31","87","75","7.80","228"
"Max Payne","PS2","2001","Shooter","1.99","1.05","0.05","0.22","3.31","80","21","8.50","86"
"Assassin's Creed IV: Black Flag","X360","2013","Action","1.9","1.11","0.01","0.29","3.3","86","35","7.90","701"
"The Lord of the Rings: The Return of the King","PS2","2003","Action","1.5","1.28","0.05","0.46","3.28","85","31","8.70","105"
"Yokai Watch 2 Ganso/Honke","3DS","2014","Role-Playing","0.09","0","3.18","0.01","3.28","1","1","1.00","1"
"Gears of War: Ultimate Edition","XOne","2015","Shooter","2.61","0.33","0","0.34","3.28","82","74","7.50","563"
"True Crime: Streets of LA","PS2","2003","Action","1.89","1.05","0.02","0.31","3.27","77","39","8.00","94"
"Professor Layton and the Unwound Future","DS","2008","Puzzle","0.6","1.57","0.82","0.27","3.26","86","62","9.20","111"
"Gran Turismo (PSP)","PSP","2009","Racing","0.5","1.58","0.31","0.87","3.25","1","1","1.00","1"
"FIFA 16","XOne","2015","Sports","0.89","2.12","0","0.24","3.25","84","45","4.40","459"
"Wii Music","Wii","2008","Misc","1.35","1.11","0.46","0.32","3.25","63","43","4.60","116"
"Tekken","PS","1995","Fighting","0.95","1.3","0.77","0.22","3.24","1","1","1.00","1"
"Madden NFL 16","PS4","2015","Sports","2.34","0.3","0","0.6","3.24","83","37","5.90","180"
"Gran Turismo 6","PS3","2013","Racing","0.72","1.67","0.4","0.44","3.23","81","81","7.70","758"
"Halo: The Master Chief Collection","XOne","2014","Shooter","1.91","1","0.03","0.29","3.23","85","69","7.20","1267"
"007: Tomorrow Never Dies","PS","1999","Shooter","1.72","1.33","0","0.16","3.21","1","1","1.00","1"
"Super Mario Maker","WiiU","2015","Platform","1.18","0.89","0.94","0.2","3.21","88","85","8.70","691"
"WWF SmackDown! 2: Know Your Role","PS","2000","Fighting","1.76","1.21","0.07","0.16","3.2","1","1","1.00","1"
"Baseball","NES","1983","Sports","0.73","0.1","2.35","0.02","3.2","1","1","1.00","1"
"Killer Instinct","SNES","1995","Fighting","2.26","0.72","0.12","0.1","3.2","1","1","1.00","1"
"Dragon Quest VI: Maboroshi no Daichi","SNES","1995","Role-Playing","0","0","3.19","0","3.19","1","1","1.00","1"
"God of War: Chains of Olympus","PSP","2008","Action","1.48","1","0.04","0.66","3.18","91","79","8.60","565"
"Enter the Matrix","PS2","2003","Action","1.78","1.12","0.09","0.19","3.18","62","30","8.10","137"
"Crisis Core: Final Fantasy VII","PSP","2007","Role-Playing","1.35","0.59","0.8","0.43","3.18","83","67","8.00","463"
"Dance Central","X360","2010","Misc","2.15","0.76","0.01","0.26","3.17","82","63","7.60","85"
"L.A. Noire","PS3","2011","Adventure","1.27","1.29","0.12","0.49","3.17","89","78","7.70","1010"
"Ace Combat 04: Shattered Skies","PS2","2001","Simulation","2.06","0.56","0.38","0.17","3.17","89","22","9.10","95"
